panel,model_year,engine_family,carryover_family,lineage_root,lineage_depth
nonroad,2016,GVSXL12.8T4F,,GVSXL12.8T4F,0
nonroad,2017,HDCLL01.8F7T,DDCLL01.8F7T,DDCLL01.8F7T,1
nonroad,2017,HMMLL02.6M63,,HMMLL02.6M63,0
nonroad,2017,HLGCL02.5L4T,GLGCL02.5L4T,FLGCL02.5L4T,2
nonroad,2017,HMDDL95.4GTR,9MDDL95.4XTR,HMDDL95.4GTR,0
nonroad,2017,HFPXL10.3TR3,HFPXL10.3TR3,HFPXL10.3TR3,0
nonroad,2016,GJDXL04.5315,FJDXL04.5305,FJDXL04.5305,1
nonroad,2017,HMMLL02.6T63,,HMMLL02.6T63,0
nonroad,2017,HKHXL.34935D,GKHXL.34935D,EKHXL.34935D,3
nonroad,2016,GCPXL15.2HTF,FCPXL15.2HTF,ECPXL15.2HTF,2
nonroad,2017,HKHXL3.36EST,GKHXL3.36EST,FKHXL3.36EST,2
nonroad,2017,HKHXL2.48TCR,GKHXL2.48TCR,DKHXL2.48TCR,2
nonroad,2017,HFPXL03.4BPC,GFPXL03.4BPC,DFPXL03.4BPC,4
nonroad,2017,HFPXL03.4BPD,GFPXL03.4BPD,EFPXL03.4BPD,3
nonroad,2017,HDZXL07.1031,GDZXL07.1031,CDZXL07.1031,5
nonroad,2017,HDZXL02.9021,,HDZXL02.9021,0
nonroad,2018,JMVXL02.5DAA,8MVXL02.5GGG,JMVXL02.5DAA,0
nonroad,2018,JYDXL1.12NPA,,JYDXL1.12NPA,0
nonroad,2017,HDZXL04.1054,GDZXL04.1054,FDZXL04.1054,2
nonroad,2017,HKBXL01.5BPD,DKBXL01.5BPD,DKBXL01.5BPD,1
nonroad,2017,HDZXL02.9020,,HDZXL02.9020,0
nonroad,2018,JYDXL1.27NWB,HYDXL1.27NWB,HYDXL1.27NWB,1
nonroad,2017,HKBXL02.4GND,DKBXL02.4GND,DKBXL02.4GND,1
nonroad,2017,HCEXL023.AAB,CCEXL023.AAB,CCEXL023.AAB,1
nonroad,2017,HCPXL78.1NVF,GCPXL78.1NVF,GCPXL78.1NVF,1
nonroad,2017,HMVXL01.3EEE,HMVXL01.3EEE,HMVXL01.3EEE,0
nonroad,2017,HYDXL1.57TDA,,HYDXL1.57TDA,0
nonroad,2018,JFPXL06.7DGS,,JFPXL06.7DGS,0
nonroad,2018,JJDXL02.9142,FJDXL02.9142,FJDXL02.9142,1
nonroad,2018,JCPXL12.5NYS,HCPXL12.5NYS,ECPXL12.5NYS,4
nonroad,2018,JJDXL04.5141,CJDXL04.5141,CJDXL04.5141,1
nonroad,2018,JJDXL13.5103,CJDXL13.5103,CJDXL13.5103,1
nonroad,2018,JPKXL04.4NM1,HPKXL04.4NM1,CPKXL04.4NM1,6
nonroad,2018,JPKXL04.4NR2,HPKXL04.4NR2,FPKXL04.4NR2,3
nonroad,2018,JYDXL0.99NUA,DYDXL0.99NUA,DYDXL0.99NUA,1
nonroad,2019,KYDXL0.99NWB,HYDXL0.99NWB,HYDXL0.99NWB,1
nonroad,2017,HSIDL03.3G7B,HSIDL03.3G7B,HSIDL03.3G7B,0
nonroad,2018,JKHXL1.86DIM,HKHXL1.86DIM,EKHXL1.86DIM,4
nonroad,2018,JKHXL2.48ESM,HKHXL2.48ESM,EKHXL2.48ESM,4
nonroad,2017,HKLXL23.2FDD,,HKLXL23.2FDD,0
nonroad,2017,HMNBL24.2OR4,GMNBL24.2OR4,GMNBL24.2OR4,1
nonroad,2018,JYDXL0.99NPA,DYDXL0.99NPA,DYDXL0.99NPA,1
nonroad,2018,JYDXL1.27NPA,DYDXL1.27NPA,DYDXL1.27NPA,1
nonroad,2018,JYDXL1.27NS3,DYDXL1.27NS3,DYDXL1.27NS3,1
nonroad,2018,JYDXL0.44H1N,FYDXL0.44H1N,FYDXL0.44H1N,1
nonroad,2018,JYDXL1.64S3N,CYDXL1.64M3N,CYDXL1.64M3N,1
nonroad,2018,JMVXL01.3EEE,EMVXL01.3EEE,EMVXL01.3EEE,1
nonroad,2018,JKBXL.778KCB,DKBXL.778KCB,DKBXL.778KCB,1
nonroad,2018,JKBXL01.0BCC,DKBXL01.0BCC,DKBXL01.0BCC,1
nonroad,2018,JKBXL01.3DCC,DKBXL01.3DCC,DKBXL01.3DCC,1
nonroad,2018,JKBXL01.5BCC,DKBXL01.5BCC,DKBXL01.5BCC,1
nonroad,2017,HKLXL11.0DDC,,HKLXL11.0DDC,0
nonroad,2018,JVPXL12.8BCA,HVPXL12.8BCA,CVPXL12.8BCA,6
nonroad,2018,JKBXL03.8CKD,DKBXL03.8CKD,DKBXL03.8CKD,1
nonroad,2018,JKMCL1.17A33,DKMCL1.17A33,DKMCL1.17A33,1
nonroad,2018,JCPXL32.0NZS,HCPXL32.0NZS,CCPXL32.0NZS,6
nonroad,2017,HH3XL2.22TD3,,HH3XL2.22TD3,0
nonroad,2017,HH3XL2.22TDI,,HH3XL2.22TDI,0
nonroad,2018,JH3XL2.22TD3,HH3XL2.22TD3,HH3XL2.22TD3,1
nonroad,2018,JMMLL02.7M40,DMMLL02.7M40,DMMLL02.7M40,1
nonroad,2017,HVPXL05.1CJA,GVPXL05.1CJA,GVPXL05.1CJA,1
nonroad,2018,JMMLL02.7M30,EMMLL02.7M30,EMMLL02.7M30,1
nonroad,2018,JH3XL2.22TF4,HH3XL2.22TF4,DH3XL2.22TF4,5
nonroad,2017,HCEXL0540AAB,FCEXL0540AAB,CCEXL0540AAB,2
nonroad,2017,HCPXL08.8NZS,GCPXL08.8NZS,CCPXL08.8NZS,5
nonroad,2017,HCEXL050.AAD,FCEXL050.AAD,FCEXL050.AAD,1
nonroad,2018,JDZXL06.1048,HDZXL06.1048,FDZXL06.1048,3
nonroad,2017,HCPXL09.3HTF,GCPXL09.3HTF,ECPXL09.3HTF,3
nonroad,2017,HH3XL2.22TF4,GH3XL2.22TF4,DH3XL2.22TF4,4
nonroad,2018,JMVXL01.3FFF,EMVXL01.3FFF,EMVXL01.3FFF,1
nonroad,2017,HFPXL06.7SDB,HFPXL06.7SDB,HFPXL06.7SDB,0
nonroad,2018,JDZXL04.1015,,JDZXL04.1015,0
nonroad,2017,HY9XL16.4DAA,GY9XL16.4DAA,EY9XL16.4DAA,2
nonroad,2017,HY9XL16.4DBA,GY9XL16.4DBA,EY9XL16.4DBA,2
nonroad,2018,JCPXL08.8NZS,HCPXL08.8NZS,CCPXL08.8NZS,6
nonroad,2017,HH3XL2.22TCC,GH3XL2.22TCC,CH3XL2.22TCC,5
nonroad,2018,JHZXL.517M52,,JHZXL.517M52,0
nonroad,2018,JDZXL04.1054,,JDZXL04.1054,0
nonroad,2018,JKLXL15.2EDC,,JKLXL15.2EDC,0
nonroad,2018,JH3XL2.22NLC,HH3XL2.22NLC,CH3XL2.22NLC,6
nonroad,2018,JFPXL03.4BSD,HFPXL03.4BSD,HFPXL03.4BSD,1
nonroad,2018,JH3XL2.22TDI,,JH3XL2.22TDI,0
nonroad,2018,JKLXL08.9AAM,,JKLXL08.9AAM,0
nonroad,2019,KKHXL3.36TCG,JKHXL3.36TCG,GKHXL3.36TCG,2
nonroad,2019,KSZXL02.2ZTB,ESZXL02.2ZTB,ESZXL02.2ZTB,1
nonroad,2019,KFPXL12.9IGR,JFPXL12.9IGR,JFPXL12.9IGR,1
nonroad,2019,KFPXL10.3TR3,JFPXL10.3TR3,JFPXL10.3TR3,1
nonroad,2019,KPKXL04.4ML1,JPKXL04.4ML1,FPKXL04.4ML1,4
nonroad,2019,KSIDL07.4G6B,JSIDL07.4G6B,JSIDL07.4G6B,1
nonroad,2019,KPKXL7.01BL1,JPKXL7.01BL1,FPKXL7.01BL1,4
nonroad,2019,KJDXL02.9142,FJDXL02.9142,FJDXL02.9142,1
nonroad,2019,KJDXL04.5214,DJDXL04.5214,DJDXL04.5214,1
nonroad,2019,KH3XL1.49FTV,JH3XL1.49FTV,FH3XL1.49FTV,2
nonroad,2019,KH3XL2.22TF3,JH3XL2.22TF3,DH3XL2.22TF3,4
nonroad,2019,KCPXL27.0NZS,JCPXL27.0NZS,CCPXL27.0NZS,7
nonroad,2019,KPKXL04.4NP1,JPKXL04.4NP1,FPKXL04.4NP1,4
nonroad,2019,KH3XL2.00N84,HH3XL2.00N84,HH3XL2.00N84,1
nonroad,2018,JPKXL07.0BN1,HPKXL07.0BN1,EPKXL07.0BN1,4
nonroad,2018,JPKXL04.4MU1,HPKXL04.4MU1,FPKXL04.4MU1,3
nonroad,2019,KYDXL1.12NPA,JYDXL1.12NPA,JYDXL1.12NPA,1
nonroad,2018,JMBXL10.6RJA,,JMBXL10.6RJA,0
nonroad,2019,KJDXL04.5304,EJDXL04.5304,EJDXL04.5304,1
nonroad,2018,JCPXL18.1NZS,HCPXL18.1NZS,CCPXL18.1NZS,6
nonroad,2018,JFPXL04.5LBH,,JFPXL04.5LBH,0
nonroad,2019,KHZXL.517M53,JHZXL.517M53,JHZXL.517M53,1
nonroad,2019,KHZXL1.95C50,GHZXL1.95C50,FHZXL1.95C50,2
nonroad,2018,JYDXL3.32NDA,HYDXL3.32NDA,HYDXL3.32NDA,1
nonroad,2018,JFPXL08.7CLA,HFPXL08.7CLA,HFPXL08.7CLA,1
nonroad,2018,JMBXL07.7RJA,,JMBXL07.7RJA,0
nonroad,2018,JKMCL2.09A43,HKMCL2.09A43,HKMCL2.09A43,1
nonroad,2019,KSCLL03.6R74,,KSCLL03.6R74,0
nonroad,2019,KDCLL01.0D75,DDCLL01.0D75,BDCLL01.0D75,2
nonroad,2018,JCPXL78.1NZS,HCPXL78.1NZS,CCPXL78.1NZS,6
nonroad,2019,KMBXL07.7RJA,,KMBXL07.7RJA,0
nonroad,2019,KMBXL12.8RJA,,KMBXL12.8RJA,0
nonroad,2019,KKMCL1.17A33,DKMCL1.17A33,DKMCL1.17A33,1
nonroad,2018,JCEXL0661AAH,ECEXL0661AAH,ECEXL0661AAH,1
nonroad,2019,KKBXL.276KCB,DKBXL.276KCB,DKBXL.276KCB,1
nonroad,2019,KKBXL.276KCC,GKBXL.276KCC,GKBXL.276KCC,1
nonroad,2019,KKBXL.325KCB,DKBXL.325KCB,DKBXL.325KCB,1
nonroad,2019,KKBXL.778KCB,DKBXL.778KCB,DKBXL.778KCB,1
nonroad,2019,KMMLL02.7C33,EMMLL02.7C33,EMMLL02.7C33,1
nonroad,2019,KMMLL02.7C40,DMMLL02.7C40,DMMLL02.7C40,1
nonroad,2019,KDZXL06.1048,JDZXL06.1048,FDZXL06.1048,4
nonroad,2018,JYDXL1.57HDA,DYDXL1.57HDA,DYDXL1.57HDA,1
nonroad,2019,KDZXL07.1027,HDZXL07.1027,CDZXL07.1027,6
nonroad,2019,KKBXL01.0BCC,DKBXL01.0BCC,DKBXL01.0BCC,1
nonroad,2019,KDZXL07.1028,HDZXL07.1028,CDZXL07.1028,6
nonroad,2019,KKBXL01.5BCB,DKBXL01.5BCB,DKBXL01.5BCB,1
nonroad,2019,KDZXL06.1059,JDZXL06.1059,JDZXL06.1059,1
nonroad,2019,KICLL1.50C3X,GICLL1.50C3X,DICLL1.50C3X,4
nonroad,2019,KKBXL03.3BCC,CKBXL03.3BCC,CKBXL03.3BCC,1
nonroad,2019,KKHXL1.86DIM,JKHXL1.86DIM,EKHXL1.86DIM,5
nonroad,2020,LKBXL.719NCB,EKBXL.719NCB,DKBXL.719NCB,2
nonroad,2019,KKBXL02.6EKD,DKBXL02.6EKD,DKBXL02.6EKD,1
nonroad,2019,KMMLL02.6N52,DMMLL02.6N52,DMMLL02.6N52,1
nonroad,2019,KKMCL2.28A46,DKMCL2.28A46,DKMCL2.28A46,1
nonroad,2018,JKLXL03.3JDB,,JKLXL03.3JDB,0
nonroad,2019,KMVXL37.1BBA,7MVXL37.1BBA,KMVXL37.1BBA,0
nonroad,2018,JY9XL09.3DAA,,JY9XL09.3DAA,0
nonroad,2019,KMVXL01.8EBA,GMVXL01.3EBA,GMVXL01.3EBA,1
nonroad,2018,JCPXL27.0HXF,HCPXL27.0HXF,CCPXL27.0HXA,6
nonroad,2019,KYDXL3.32S4T,CYDXL3.32C4T,CYDXL3.32C4T,1
nonroad,2018,JCEXL08.9AAL,FCEXL08.9AAL,FCEXL08.9AAL,1
nonroad,2018,JCPXL09.3HTF,HCPXL09.3HTF,ECPXL09.3HTF,4
nonroad,2018,JCPXL12.5HTF,HCPXL12.5HTF,ECPXL12.5HTF,4
nonroad,2018,JCPXL15.2HTF,HCPXL15.2HTF,ECPXL15.2HTF,4
nonroad,2018,JCEXL0540AAB,FCEXL0540AAB,CCEXL0540AAB,2
nonroad,2016,GSZXL02.2PXA,DSZXL02.2PXA,DSZXL02.2PXA,1
nonroad,2018,JSZXL02.2PXB,ESZXL02.2PXB,ESZXL02.2PXB,1
nonroad,2018,JSZXL02.2PXC,DSZXL02.2PXA,DSZXL02.2PXA,1
nonroad,2019,KCPXL18.1NYS,JCPXL18.1NYS,CCPXL18.1NYS,7
nonroad,2019,KJDXL06.8312,GJDXL06.8312,GJDXL06.8312,1
nonroad,2019,KKLXL23.2FDC,JKLXL23.2FDC,JKLXL23.2FDC,1
nonroad,2019,KFPXL08.7CLA,JFPXL08.7CLA,HFPXL08.7CLA,2
nonroad,2019,KSCLL03.6C74,ESCLL02.6C74,ESCLL02.6C74,1
nonroad,2019,KCPXL08.8NZS,JCPXL08.8NZS,CCPXL08.8NZS,7
nonroad,2019,KFTGL02.2R3N,GFTGL02.2R3N,FFTGL02.2R3N,2
nonroad,2019,KKOEL3.24TAX,JKOEL3.24TAX,JKOEL3.24TAX,1
nonroad,2020,LHZXL1.95V51,,LHZXL1.95V51,0
nonroad,2019,KKHXL2.48TCR,JKHXL2.48TCR,DKHXL2.48TCR,4
nonroad,2019,KDICL05.8LEA,JDICL05.8LEA,FDICL05.8LEA,4
nonroad,2019,KDICL07.6LEA,JDICL07.6LEA,GDICL07.6LEA,3
nonroad,2020,LMBXL10.6RJA,KMBXL10.6RJA,KMBXL10.6RJA,1
nonroad,2020,LMBXL15.6RJA,KMBXL15.6RJA,KMBXL15.6RJA,1
nonroad,2019,KFPXL04.5LBH,JFPXL04.5LBH,JFPXL04.5LBH,1
nonroad,2019,KSIDL06.6G6D,,KSIDL06.6G6D,0
nonroad,2020,LYDXL1.27NPA,DYDXL1.27NPA,DYDXL1.27NPA,1
nonroad,2020,LYDXL1.64NMA,DYDXL1.64NMA,DYDXL1.64NMA,1
nonroad,2020,LYDXL0.32H1N,FYDXL0.32H1N,FYDXL0.32H1N,1
nonroad,2020,LYDXL0.99NPA,DYDXL0.99NPA,DYDXL0.99NPA,1
nonroad,2020,LYDXL0.99NS3,DYDXL0.99NS3,DYDXL0.99NS3,1
nonroad,2020,LYDXL1.27NSA,DYDXL1.27NS1,DYDXL1.27NS1,1
nonroad,2020,LSIDL03.3G7B,KSIDL03.3G7B,HSIDL03.3G7B,3
nonroad,2019,KCEXL023.AAB,CCEXL023.AAB,CCEXL023.AAB,1
nonroad,2020,LJDXL13.5103,CJDXL13.5103,CJDXL13.5103,1
nonroad,2020,LJDXL13.5314,GJDXL13.5314,GJDXL13.5314,1
nonroad,2020,LJDXL04.5316,JJDXL04.5316,JJDXL04.5316,1
nonroad,2019,KDICL02.4LEA,JDICL02.4LEA,FDICL02.4LEA,4
nonroad,2019,KYDXL3.32NDB,HYDXL3.32NDB,HYDXL3.32NDB,1
nonroad,2020,LCPXL15.2NYS,KCPXL15.2NYS,CCPXL15.2NYS,8
nonroad,2020,LSZXL02.2ZTA,FSZXL02.2ZTA,FSZXL02.2ZTA,1
nonroad,2020,LKBXL.325KCB,DKBXL.325KCB,DKBXL.325KCB,1
nonroad,2020,LCEXL023.AAB,CCEXL023.AAB,CCEXL023.AAB,1
nonroad,2020,LKBXL.719KCB,DKBXL.719KCB,DKBXL.719KCB,1
nonroad,2020,LVPXL16.1ACW,KVPXL16.1ACW,KVPXL16.1ACW,1
nonroad,2020,LKBXL02.4END,DKBXL02.4END,DKBXL02.4END,1
nonroad,2019,KCEXL0540AAB,FCEXL0540AAB,CCEXL0540AAB,2
nonroad,2020,LKBXL03.3EMD,FKBXL03.3EMD,FKBXL03.3EMD,1
nonroad,2020,LKBXL03.3EKD,DKBXL03.3EKD,DKBXL03.3EKD,1
nonroad,2020,LYDXL2.19NDA,DYDXL2.19NDA,DYDXL2.19NDA,1
nonroad,2020,LKBXL03.3E2D,KKBXL03.3E2D,KKBXL03.3E2D,1
nonroad,2020,LYDXL2.00S4T,CYDXL2.00J4T,CYDXL2.00J4T,1
nonroad,2021,MKBXL.719NCB,EKBXL.719NCB,DKBXL.719NCB,2
nonroad,2020,LYDXL3.32NGA,HYDXL3.32NGA,HYDXL3.32NGA,1
nonroad,2019,KH3XL2.22TDI,,KH3XL2.22TDI,0
nonroad,2019,KH3XL.761F2V,JH3XL.761F2V,HH3XL.761F2V,2
nonroad,2019,KMVXL03.3CBB,,KMVXL03.3CBB,0
nonroad,2020,LPKXL04.4NM1,KPKXL04.4NM1,CPKXL04.4NM1,8
nonroad,2019,KKLXL03.3JDC,JKLXL03.3JDC,JKLXL03.3JDC,1
nonroad,2021,MYDXL2.09NFA,DYDXL2.09NFA,DYDXL2.09NFA,1
nonroad,2019,KJDXL13.5310,FJDXL13.5310,FJDXL13.5310,1
nonroad,2020,LMMLL02.7C49,DMMLL02.7C49,DMMLL02.7C49,1
nonroad,2020,LMMLL02.7C38,EMMLL02.7C38,EMMLL02.7C38,1
nonroad,2020,LMMLL02.7M30,EMMLL02.7M30,EMMLL02.7M30,1
nonroad,2019,KDZXL02.9016,,KDZXL02.9016,0
nonroad,2019,KCPXL78.1NVF,JCPXL78.1NVF,GCPXL78.1NVF,3
nonroad,2020,LH3XL1.13J2V,KH3XL1.13J2V,JH3XL1.13J2V,2
nonroad,2019,KDZXL03.6018,,KDZXL03.6018,0
nonroad,2019,KKLXL30.5GDC,JKLXL30.5GDC,JKLXL30.5GDC,1
nonroad,2020,LDZXL07.1028,KDZXL07.1028,CDZXL07.1028,7
nonroad,2020,LYDXL3.32S4T,CYDXL3.32C4T,CYDXL3.32C4T,1
nonroad,2019,KDZXL07.8046,,KDZXL07.8046,0
nonroad,2020,LDCLL01.0D5G,GDCLL01.0D5G,CDCLL01.0D5G,2
nonroad,2020,LPKXL07.0VL4,,LPKXL07.0VL4,0
nonroad,2019,KCPXL27.0HXF,JCPXL27.0HXF,CCPXL27.0HXA,7
nonroad,2020,LDZXL03.6018,KDZXL03.6018,KDZXL03.6018,1
nonroad,2020,LMDDL40.1GNR,GMDDL40.1GNR,FMDDL40.1GNR,2
nonroad,2020,LFPXL03.4DE1,,LFPXL03.4DE1,0
nonroad,2019,KCPXL09.3NTF,,KCPXL09.3NTF,0
nonroad,2020,LMMLL02.7H42,,LMMLL02.7H42,0
nonroad,2019,KCPXL09.3HTF,JCPXL09.3HTF,ECPXL09.3HTF,5
nonroad,2019,KKBXL02.6E1D,,KKBXL02.6E1D,0
nonroad,2019,KCPXL15.2HTF,JCPXL15.2HTF,ECPXL15.2HTF,5
nonroad,2020,LKLXL30.5GDC,JKLXL30.5GDC,JKLXL30.5GDC,1
nonroad,2021,MKBXL02.2RCB,DKBXL02.2RCB,DKBXL02.2RCB,1
nonroad,2020,LPKXL1.66J2V,,LPKXL1.66J2V,0
nonroad,2020,LPKXL.761F1C,,LPKXL.761F1C,0
nonroad,2021,MYDXL2.09NFB,,MYDXL2.09NFB,0
nonroad,2020,LLGCL01.9L3C,HLGCL01.9L3C,FLGCL01.9L3C,3
nonroad,2020,LCPXL08.8NZS,KCPXL08.8NZS,CCPXL08.8NZS,8
nonroad,2020,LPKXL1.49N3C,,LPKXL1.49N3C,0
nonroad,2020,LCPXL32.0NZS,KCPXL32.0NZS,CCPXL32.0NZS,8
nonroad,2021,MFPXL06.7DGS,JFPXL06.7DGS,JFPXL06.7DGS,1
nonroad,2020,LPKXL04.4NR1,KPKXL04.4NR1,FPKXL04.4NR1,5
nonroad,2020,LCPXL84.7NSF,KCPXL84.7NSF,FCPXL84.7NSF,5
nonroad,2013,DLHAL16.2VZC,CLHAL16.2VZC,CLHAL16.2VZC,1
nonroad,2021,MKLXL03.3JDB,DKLXL03.3JDB,DKLXL03.3JDB,1
nonroad,2020,LCPXL78.1NZS,KCPXL78.1NZS,CCPXL78.1NZS,8
nonroad,2021,MSZXL02.2PXB,ESZXL02.2PXB,ESZXL02.2PXB,1
nonroad,2021,MSZXL02.2VNL,JSZXL02.2VNL,JSZXL02.2VNL,1
nonroad,2021,MSZXL02.2ZTB,ESZXL02.2ZTB,ESZXL02.2ZTB,1
nonroad,2021,MJDXL04.5141,CJDXL04.5141,CJDXL04.5141,1
nonroad,2021,MMVXL01.8EDB,GMVXL01.3EDB,GMVXL01.3EDB,1
nonroad,2021,MMVXL03.3EAC,KMVXL03.3EAC,KMVXL03.3EAC,1
nonroad,2020,LSIDL06.6I7C,,LSIDL06.6I7C,0
nonroad,2020,LY9XL16.4DBA,JY9XL16.4DBA,JY9XL16.4DBA,1
nonroad,2020,LCEXL08.9AAR,,LCEXL08.9AAR,0
nonroad,2021,MSIDL09.8H6C,LSIDL09.8H6C,LSIDL09.8H6C,1
nonroad,2020,LDZXL02.9016,,LDZXL02.9016,0
nonroad,2020,LVPXL05.1CJA,,LVPXL05.1CJA,0
nonroad,2020,LCPXL18.1NYS,KCPXL18.1NYS,CCPXL18.1NYS,8
nonroad,2020,LCPXL18.1NZS,KCPXL18.1NZS,CCPXL18.1NZS,8
nonroad,2021,MPKXL02.2TCC,LPKXL2.22TCC,LPKXL2.22TCC,1
nonroad,2021,MMMLL02.6M63,HMMLL02.6M63,HMMLL02.6M63,1
nonroad,2020,LFPXL06.7SDB,JFPXL06.7SDB,JFPXL06.7SDB,1
nonroad,2012,CCEXL019.AAD,ACEXL019.AAD,CCEXL019.AAD,0
nonroad,2019,KCEXL019.AAD,DCEXL019.AAD,DCEXL019.AAD,1
nonroad,2021,MYDXL01.3NS4,DYDXL1.27NS4,DYDXL1.27NS4,1
nonroad,2021,MMMLL02.1E35,DMMLL02.7C49,DMMLL02.7C49,1
nonroad,2021,MPKXL07.0PW1,LPKXL07.0PW1,EPKXL07.0PW1,7
nonroad,2021,MPKXL04.4NL1,LPKXL04.4NL1,CPKXL04.4NL1,9
nonroad,2020,LFPXL11.1FS1,,LFPXL11.1FS1,0
nonroad,2020,LFPXL12.9TDS,HFPXL12.9TDS,HFPXL12.9TDS,1
nonroad,2021,MPKXL.761F1C,LPKXL.761F1C,LPKXL.761F1C,1
nonroad,2021,MYDXL01.3NPB,KYDXL1.27NPB,KYDXL1.27NPB,1
nonroad,2021,MYDXL.436H1N,FYDXL0.44H1N,FYDXL0.44H1N,1
nonroad,2021,MKBXL.325KCB,DKBXL.325KCB,DKBXL.325KCB,1
nonroad,2021,MKBXL.416KCC,GKBXL.416KCC,GKBXL.416KCC,1
nonroad,2021,MYDXL02.1HDA,DYDXL2.09HDA,DYDXL2.09HDA,1
nonroad,2021,MMMLL03.5N85,HMMLL03.5N85,HMMLL03.5N85,1
nonroad,2015,FYDXL1.64NKA,DYDXL1.64NKA,DYDXL1.64NKA,1
nonroad,2015,FCEXL050.AAD,,FCEXL050.AAD,0
nonroad,2020,LDZXL02.9021,,LDZXL02.9021,0
nonroad,2021,MYDXL02.2S4N,CYDXL2.19J4N,CYDXL2.19J4N,1
nonroad,2021,MYDXL03.3S4N,CYDXL3.32C4N,CYDXL3.32C4N,1
nonroad,2021,MDZXL07.1026,LDZXL07.1026,CDZXL07.1026,8
nonroad,2020,LDZXL07.8046,,LDZXL07.8046,0
nonroad,2021,MKBXL01.73CB,JKBXL01.73CB,JKBXL01.73CB,1
nonroad,2021,MKBXL02.4EMC,FKBXL02.4EMC,FKBXL02.4EMC,1
nonroad,2021,MKBXL02.6GND,DKBXL02.6GND,DKBXL02.6GND,1
nonroad,2021,MKBXL02.6E1D,KKBXL02.6E1D,KKBXL02.6E1D,1
nonroad,2021,MMMLL03.5N92,HMMLL03.5N92,HMMLL03.5N92,1
nonroad,2020,LVSXL12.8T4F,,LVSXL12.8T4F,0
nonroad,2021,MJCBL04.4S09,HJCBL04.4S09,GJCBL04.4S09,2
nonroad,2020,LCPXL12.5NTF,,LCPXL12.5NTF,0
nonroad,2021,MMDDL14.0ZWK,AMDDL14.0GWK,MMDDL14.0ZWK,0
nonroad,2021,MPKXL04.4MW1,LPKXL04.4MW1,FPKXL04.4MW1,6
nonroad,2021,MCPXL18.1NYS,LCPXL18.1NYS,CCPXL18.1NYS,9
nonroad,2021,MJDXL13.5300,EJDXL13.5300,EJDXL13.5300,1
nonroad,2021,MSIDL04.9G6C,,MSIDL04.9G6C,0
nonroad,2021,MAELL2.76ECR,LAELL2.76ECR,LAELL2.76ECR,1
nonroad,2021,MKLXL06.7AAP,HKLXL06.7AAP,HKLXL06.7AAP,1
nonroad,2021,MFPXL15.9T4D,JFPXL15.9T4D,HFPXL15.9T4D,2
nonroad,2021,MKLXL03.3JDC,JKLXL03.3JDC,JKLXL03.3JDC,1
nonroad,2022,NMVXL01.8EDB,GMVXL01.3EDB,GMVXL01.3EDB,1
nonroad,2021,MDZXL06.1061,,MDZXL06.1061,0
nonroad,2022,NFPXL08.7TR3,JFPXL08.7TR3,HFPXL08.7TR3,2
nonroad,2020,LVPXL16.1CDC,,LVPXL16.1CDC,0
nonroad,2021,MDICL01.8LEB,LDICL01.8LEB,KDICL01.8LEB,2
nonroad,2018,JVPXL07.7CJA,,JVPXL07.7CJA,0
nonroad,2021,MJDXL09.0333,,MJDXL09.0333,0
nonroad,2017,HVPXL07.7CJA,,HVPXL07.7CJA,0
nonroad,2021,MJDXL09.0308,GJDXL09.0308,GJDXL09.0308,1
nonroad,2021,MFPXL06.7SDB,JFPXL06.7SDB,JFPXL06.7SDB,1
nonroad,2022,NCPXL08.8NZS,MCPXL08.8NZS,CCPXL08.8NZS,10
nonroad,2022,NCPXL15.2NYS,MCPXL15.2NYS,CCPXL15.2NYS,10
nonroad,2021,MKBXL02.431D,LKBXL02.431D,LKBXL02.431D,1
nonroad,2021,MPKXL03.6FX1,LPKXL03.6FX1,LPKXL03.6FX1,1
nonroad,2021,MKLXL23.2FDD,GKLXL23.2FDD,GKLXL23.2FDD,1
nonroad,2021,MPKXL07.0VL1,LPKXL07.0VL1,KPKXL07.0VL1,2
nonroad,2022,NFPXL04.5LBH,JFPXL04.5LBH,JFPXL04.5LBH,1
nonroad,2021,MFPXL03.4DEP,LFPXL03.4DEP,LFPXL03.4DEP,1
nonroad,2021,MFPXL03.4DER,LFPXL03.4DER,LFPXL03.4DER,1
nonroad,2021,MPKXL07.0VM1,LPKXL07.0VM1,KPKXL07.0VM1,2
nonroad,2021,MHZXL1.95V50,,MHZXL1.95V50,0
nonroad,2022,NKBXL.276KCB,DKBXL.276KCB,DKBXL.276KCB,1
nonroad,2022,NKBXL.416KCC,GKBXL.416KCC,GKBXL.416KCC,1
nonroad,2022,NJDXL06.8120,CJDXL06.8120,CJDXL06.8120,1
nonroad,2022,NKBXL01.0BCB,DKBXL01.0BCB,DKBXL01.0BCB,1
nonroad,2022,NHZXL1.95C51,LHZXL1.95C51,LHZXL1.95C51,1
nonroad,2022,NKBXL01.5FCC,DKBXL01.5FCC,DKBXL01.5FCC,1
nonroad,2021,MLHAL13.5SWC,,MLHAL13.5SWC,0
nonroad,2021,MMNBL16.2OR4,,MMNBL16.2OR4,0
nonroad,2021,MMNBL15.3OR4,LMNBL15.3OR4,KMNBL15.3OR4,2
nonroad,2021,MMVXL03.3EAB,,MMVXL03.3EAB,0
nonroad,2021,MCPXL58.6HXF,LCPXL58.6HXF,FCPXL58.6HXF,6
